,rid,created_at,cleaned_text,followers,retweets,favourited,label
5590,544334554631536640,15 Dec 2014 03:34:05,hostages held sydney cafe forced hold islamic flag window httptcouiqfq372ae httptcoldekqulycx,5638775,732,171,1
5591,544334612718055424,15 Dec 2014 03:34:19,map sydneysiege location martin place sydneys cbd surrounding prominent buildings httptcokmpxeblqne,307180,143,37,2
5592,544334623023452160,15 Dec 2014 03:34:22,btw come professionally secular voice blamed rss sydney terror plot far lutyens zone waking late today,35877,167,83,2
5593,544334939374641152,15 Dec 2014 03:35:37,martin place sydney opera house amp state library evacuated due sydneysiege follow bloghttptco4muc9ivwbk httptcos6hcq8qoas,490216,108,32,1
5594,544335202923737089,15 Dec 2014 03:36:40,ignorant important thing see todaysydneysiege httptcox1kee8rbkq,3835,363,217,2
5595,544336408144781313,15 Dec 2014 03:41:27,dear godplease protect blessthe hostages sydneypour forth lightand work miracle may sanity httptcovof3btp9jj,251000,112,131,2
5596,544336432609775618,15 Dec 2014 03:41:33,sydneysiege hits 5hr mark thoughts hostages also families must slowly realizing loved one inside cafe,114887,129,155,2
5597,544336537870434304,15 Dec 2014 03:41:58,dozens hostages held sydney cafe islamic flag seen window httptcokrzomzsuax httptcothxmou1dtj,1724951,140,42,1
5598,544336572141694976,15 Dec 2014 03:42:06,sydneysiege crowd gathers police cordon anticipation news hostage situation httptco2zfjvlpc1n httptcoyw5zgpmews,824787,139,42,2
5599,544336585052160001,15 Dec 2014 03:42:09,people taking selfies scene sydneysiege httptcom2zwqnxkri,2458,280,55,2
5600,544336736948473856,15 Dec 2014 03:42:46,sadly needs pointed amount islamophobia currently posted sydneysiege httptcozlfykhokg1,11333,1732,843,2
5601,544337283801829376,15 Dec 2014 03:44:56,thoughts hostages families everyone sydney right,287437,145,266,2
5602,544337383215226880,15 Dec 2014 03:45:20,degree hate islamophobia strip muslim australians either half identity sydneysiege httptcocaascwbkxu,9902,352,368,2
5603,544337689676636161,15 Dec 2014 03:46:33,uk foreign office london aware sydneysiege martinplace touch authorities httptcof0ruawwhln,3500797,104,54,2
5604,544337761600557056,15 Dec 2014 03:46:50,praying hostages praying religion one day free think allah demands killing sydneysiege islam,3998,575,525,2
5605,544337816298070017,15 Dec 2014 03:47:03,got ta admire ability daily tele editors resist fads like factchecking sydneysiege,18628,162,185,2
5606,544338575240609792,15 Dec 2014 03:50:04,breaking flag w islamic writing held window sydney cafe police say hostages australia pm convenes security team,10878,112,29,0
5607,544338622422335489,15 Dec 2014 03:50:15,things getting ugly racist bloke yelling rest crowd muhammed pedophile rapist sydneysiege httptcoq2tpg0in5q,9409,265,64,2
5608,544338622078410752,15 Dec 2014 03:50:15,rt guardian sydney siege hostages australian cafe forced hold black white islamic flag windows httptcoi2sx7hwu4k sydn,39,241,0,1
5609,544338676835041280,15 Dec 2014 03:50:28,argument breaks crowd watching sydneysiege one man goes antiislamic rant hes told muslims welcome mate,3585,569,408,2
5610,544338698750664704,15 Dec 2014 03:50:33,lindt chocolate cafe australia issues sydneysiege statement facebook httptco1yfi7ugv0w httptcotyytsbujtk,12524950,856,355,2
5611,544338731210399744,15 Dec 2014 03:50:41,update price hikes ubersydney says rides free passengers leaving sydneysiege area httptcorqcr89fk8v,4814719,179,60,1
5612,544339368823894019,15 Dec 2014 03:53:13,whos pick worst contribution sydneysiege mamamia uber daily tele httptcoh9hrgidbrb,592,138,101,1
5613,544340091615715329,15 Dec 2014 03:56:05,hostages sydney right thoughts prayers guys much hatred world isnt waysydneysiege,119277,423,559,1
5614,544340578528272385,15 Dec 2014 03:58:01,worth pointing victims jihadist violence people islamic faith httptco408ev4psjm sydneysiege httptcohj13mkh80y,11334,103,38,2
5615,544340812448804864,15 Dec 2014 03:58:57,daily telegraph sydneysiege front page comment piece instant changed forever httptcopjtrm3qzzp httptcovgna7bqo7u,9870,137,52,2
5616,544340943965409281,15 Dec 2014 03:59:29,crowd full mouthy young men old crazy racists many travelled really bringing worst sydney sydneysiege,9355,346,159,2
5617,544341124614459393,15 Dec 2014 04:00:12,heartfelt thoughts hostages sydneysiege amp families,257070,335,448,2
5618,544341194822520832,15 Dec 2014 04:00:28,situation sydney must hard 5sosno situation sydney must hard innocent people held hostage,5180,577,414,1
5619,544341255174356992,15 Dec 2014 04:00:43,grand mufti prof ibrahim abu mohamed condemned siege sydney criminal act denounced islam 7news httptcoqlc374dicq,1687,112,39,2
5620,544341369762742272,15 Dec 2014 04:01:10,thoughts muslim australians deal islamaphobia around sydneysiege promoted media etc,1211,132,137,2
5621,544341406094213121,15 Dec 2014 04:01:19,deserted grounds evacuated sydney opera house live page httptcovakt3zprzr sydneysiege httptcopkwvdgpole,8173678,227,72,3
5622,544342204576038912,15 Dec 2014 04:04:29,grand mufti australia statement condemning sydneysiege httptco8juq032edp,4534,319,126,1
5623,544342743003045888,15 Dec 2014 04:06:37,lindt cafe issued short statement martin place siege facebook sydneysiege httptcon5xjcfgqsi,306983,126,60,2
5624,544343299138392065,15 Dec 2014 04:08:50,info police want calm everything speculation paper wants sales sydneysiege httptcoke8gl5nkbs,4034,119,52,2
5625,544343367279456256,15 Dec 2014 04:09:06,sydneysiege latest police say direct contact gunman precise number hostages known httptcopcat91lids,4636701,179,56,1
5626,544343410849886209,15 Dec 2014 04:09:17,updated armed person took hostages sydney cafe displayed black flag arabic script httptcop42f29rnk1,14334209,318,119,1
5627,544343625069379584,15 Dec 2014 04:10:08,two young guys arrived swigging bottles white wine hostage situation sydneysiege httptconwgaicqt3s,9353,324,109,2
5628,544344684685189120,15 Dec 2014 04:14:20,sydneysiege gunman improvised explosive device httptcolur4hfijjt,2006,104,14,2
5629,544345074960584704,15 Dec 2014 04:15:53,meanwhile sydney cbd extremist lunatics hellbent destruction modern australia released 2pm edition newspaper,2597,209,108,2
5630,544345465311879170,15 Dec 2014 04:17:27,police urge media responsible reporting daily tele produced sydneysiege httptcoaqlhdxuxaf,1299,166,56,2
5631,544345939054710785,15 Dec 2014 04:19:19,insanity jihad comes australia amp liberal lunatics concerned political correctnesssydneysiege tcot httptcoyitcqlja7a,26753,127,64,2
5632,544346107900207105,15 Dec 2014 04:20:00,math stop conflation collateral indictment muslim australians sydneysiege httptcobzage57htm,9896,204,162,2
5633,544346261365600257,15 Dec 2014 04:20:36,world battle terrorism ideology behind exempt criticism sydneysiege,6095,165,111,2
5634,544346361101963265,15 Dec 2014 04:21:00,really really want sydneysiege poor people,2158520,6563,15373,2
5635,544346359948910592,15 Dec 2014 04:21:00,hearing hostage situation sydney hope everything calms soon one harmed,3200952,37264,69825,1
5636,544347292493705216,15 Dec 2014 04:24:42,grand mufti australia issues statement condemning sydneysiege httptco9hhrkvaej5 httptcoeukmowbzus,12524194,813,375,2
5637,544348392944463872,15 Dec 2014 04:29:05,breaking australian national imams council condemns sydney siege httptcoqfdu4ghjae,499204,111,26,2
5638,544348632980676608,15 Dec 2014 04:30:02,australia home greatest people know heart goes everyone affected todays crisis sydney,330065,286,1172,2
5639,544348695076954114,15 Dec 2014 04:30:17,follow bbcnewsaus live page updates sydneysiege httptcohf9yspoyhl lindt httptcoifcerwgp2c,8174268,184,82,2
5640,544349042952916993,15 Dec 2014 04:31:40,religion cowardsgthostages forced display islamic flag women used asshields httptcovtkasgzxv1 sydneysiege httptcopn6268vcwd,26719,105,59,1
5641,544349773676179456,15 Dec 2014 04:34:34,hey hillary r u home empathizing scumbags want leader wipe planet sydneysiege httptcoulxudng7wc,26722,205,190,2
5642,544350087020019712,15 Dec 2014 04:35:48,sydneysiege going six hours httptco5ydiw5xagl httptcorcxxfjncrs,230649,186,40,2
5643,544350480780914688,15 Dec 2014 04:37:22,breaking hostages running cafe sydneysiege,170238,227,108,1
5644,544350565283532800,15 Dec 2014 04:37:42,people come running lindt cafe building including man looked like cafe worker martinplacesiege sydneysiege,41941,180,82,1
5645,544350567183556608,15 Dec 2014 04:37:43,see people coming firedoor near lindt cafe waiting police people hard see sydneysiege,16012,124,49,1
5646,544350712365207552,15 Dec 2014 04:38:18,breaking reports two customers employee escaped sydneysiege httptcofsleobzxhh,72203,145,60,1
5647,544350803125735424,15 Dec 2014 04:38:39,australia sydney siege tests delicate truce muslim community danielstacey httptcoxqqmj120zx httptcoicc0ojfmdi,621,188,68,2
5648,544350985142173697,15 Dec 2014 04:39:23,hostage situation ongoing sydney business districtlive httptcoj1ljdbazowupdates httptcopd7pvfu9pq httptcokhodrdwaev,3775887,241,82,1
5649,544351015936331777,15 Dec 2014 04:39:30,reportedly hostages come lindt cafe sydneysiege,170115,119,52,1
5650,544351133120987136,15 Dec 2014 04:39:58,fire door still open swat police opening three people freed sydneysiege,16010,165,84,1
5651,544351179044425729,15 Dec 2014 04:40:09,rt troyesivan really really want sydneysiege poor people,19,319,0,2
5652,544351356824604673,15 Dec 2014 04:40:51,breaking reports hostages seen running lindt building latest development sydney siege 9news,26325,101,57,1
5653,544351486956670976,15 Dec 2014 04:41:22,two came front door lindt cafe one fire door hands air appear safe sydneysiege,16015,238,96,1
5654,544351832483450880,15 Dec 2014 04:42:45,pm abbott calls calm amid sydney hostage situationhttptcozhsbfmxrcv httptcoeuar2dqmgl,6133,222,35,1
5655,544351885298130945,15 Dec 2014 04:42:57,breaking reports hostages escaped live ch sydneysiege httptcobzjmcjgyzu,150780,219,76,1
5656,544351967829839873,15 Dec 2014 04:43:17,australian mufti condemns hostage taking sydney statement sydneyhostagecrisis sydneysiege sydneycafe httptcon38xzvq5iu,60879,106,34,1
5657,544351969658564608,15 Dec 2014 04:43:17,update reports gunman released three hostages six hour siege unravelling details come 9news,26688,113,54,3
5658,544352188210745344,15 Dec 2014 04:44:09,startups uber offers free rides sydney hostage crisis surge pricing httptcor62oix7twq newsfeed httptcoq0culw3dva,2186307,1135,22,1
5659,544352649978843136,15 Dec 2014 04:45:59,scared inside bbc speaks eyewitnesses near sydneysiege martinplace httptco81f8lom3wh httptcoofebumwzdc,8172993,180,90,2
5660,544352727971954690,15 Dec 2014 04:46:18,local media people appear escape martin place sydney caf amid hostage situation abcnews httptcon5mmnilz4z,7125070,212,70,1
5661,544352874969698305,15 Dec 2014 04:46:53,sydneysiege people escape gunmanheld lindt caf httptco1zlzkdjvsf httptcodjcj55u6qk,824772,116,35,1
5662,544353257175654400,15 Dec 2014 04:48:24,australia severely restricts gun ownership leaving citizens helpless must stand 2a sydneysiege httptcoir9cenullc,26759,133,82,2
5663,544353303468199936,15 Dec 2014 04:48:35,confirmed three hostages customers worker released cafe sydneysiege,101550,134,91,3
5664,544353502689251329,15 Dec 2014 04:49:23,breaking update hostages escape lindt caf front door via fire door httptco1zlzkdjvsf sydneysiege httptcotrubnrw7wa,824833,144,48,1
5665,544353552177455104,15 Dec 2014 04:49:35,breaking three hostages run sydney siege cafe report,282272,127,24,1
5666,544353600273518592,15 Dec 2014 04:49:46,pm modi condemns sydney hostage crisishttptcoihl4dxc7ub httptco3odow6ybp3,6201,324,72,1
5667,544353793270243328,15 Dec 2014 04:50:32,three people spotted running lindt cafe shielded heavily armed police sydneysiege martinplacesiege httptcodcezdxucaj,41853,132,68,1
5668,544353918315397121,15 Dec 2014 04:51:02,breaking three sydney hostages flee cafe australian tv networks report httptcogz5exzirwa,1955688,159,100,1
5669,544354175900196864,15 Dec 2014 04:52:03,people appear escape lindt cafe sydney abcnews reports sydneysiege httptcohfoy0ctlnv httptcosdhlgo6pzy,187943,146,91,1
5670,544354418938740736,15 Dec 2014 04:53:01,yall stop saying thank god 5sos isnt sydney like relise ignorant sound think hostages fucking band,5147,687,490,2
5671,544354657385316352,15 Dec 2014 04:53:58,breaking people run sydney building hostage situation unfolding,4449655,430,153,1
5672,544354840042680320,15 Dec 2014 04:54:42,hes man dont blame menhe gun dont blame gunownershes muslim blame muslims sydneysiege,3517,183,128,2
5673,544355197435142145,15 Dec 2014 04:56:07,police confirm three safe sydneysiege number one aim resolve incident peacefully httptcojijrlqjdeu,15396,122,79,1
5674,544355218251452416,15 Dec 2014 04:56:12,nsw police confirm three people emerged lindt cafe martin place sydneysiege httptco4muc9ivwbk httptcozozyjnkanl,489696,152,59,1
5675,544355417900716032,15 Dec 2014 04:56:59,three people seen running sydney cafe hostages held hours live updates httptcovywok7zmos sydneysiege,2996276,178,62,1
5676,544355845489065984,15 Dec 2014 04:58:41,im officially done uber price gouging au hostage crisis sad sorry clowns httptcootwtz3e8um,32545,121,60,1
5677,544355924224532481,15 Dec 2014 04:59:00,police people able run sydney cafe ongoing hostage situation 9newsaus httptcowffwbg9gg6,3776028,155,72,1
5678,544355987608444929,15 Dec 2014 04:59:15,punters back taking selfies 100m lindt cafe sydneysiege httptcojoaa9jo0ep,9409,516,111,2
5679,544356122082410496,15 Dec 2014 04:59:47,people freed cafe sydney siege clear many hostages remain sydneysiege,15096509,400,253,3
5680,544356213837017089,15 Dec 2014 05:00:09,central sydney lockdown amid developing hostage crisis httptco8p5ygkl0qa,6587769,123,42,2
5681,544356579098001408,15 Dec 2014 05:01:36,update several people emerged building hostages sydney held httptcotguhakbs5t httptcoebf9wkjiel,4814435,143,39,1
5682,544356724871036928,15 Dec 2014 05:02:11,3rd person runs fire exit sydney building hostage situation unfolding httptcosq7lkcsxnd,4449411,159,59,1
5683,544356997718900736,15 Dec 2014 05:03:16,people run sydney cafe hostages held httptcoey2fwzsk7c sydneysiege,21720160,724,418,1
5684,544357264333615104,15 Dec 2014 05:04:20,well written comforting well sydneysiege sydneyhostagecrisis httptcomdjvf6nedf,1887,174,86,2
5685,544357487911395329,15 Dec 2014 05:05:13,breaking police confirmed people escape sydney cafe hostages held,4636645,253,189,1
5686,544357563534680064,15 Dec 2014 05:05:31,least three hostages flee lindtcafe sydney httptcoz9jrtj2in3 sydneysiege httptco1qgdvpzczx,12524412,1158,481,1
5687,544357899783655424,15 Dec 2014 05:06:51,australian muslim community love home worked hard dispel myths hope suffer sydneysiege,602,113,103,2
5688,544357935439417345,15 Dec 2014 05:07:00,australia long history terrorism use violence pursuit political aims sydneysiege httptcodmdzizdetd,10373,139,91,2
5689,544358533819420672,15 Dec 2014 05:09:22,breaking three hostages appear escaped sydney cafe siege remains ongoing httptcoakfqcnbofx sydneyseige,2926713,166,56,1
5690,544358564484378624,15 Dec 2014 05:09:30,police negotiators contact armed hostagetaker sydney situation motive remains unknown httptcomp18e4ddjw,3775576,114,24,1
5691,544358920869789696,15 Dec 2014 05:10:55,finally news presenter said terrorist event criminal event involving hostagesabcnews sydneysiege,87,181,117,1
5692,544359422726664192,15 Dec 2014 05:12:54,vision shows three hostage escaping lindt martinplace sydneysiegehttpstcod5eonyzhdg,246647,151,75,1
5693,544359578612559872,15 Dec 2014 05:13:31,update police confirm made contact gunman reported injuries 9news httptconzwy5zywbe,26669,147,55,1
5694,544359670480379905,15 Dec 2014 05:13:53,keep calm dont speculate helpful social media today httptcoes8yfngjzr sydneysiege httptcokqmpw1jery,13645,164,97,2
5695,544360342995099648,15 Dec 2014 05:16:34,hashtag sydneysiege places world actually siege sydney one,58406,301,241,2
5696,544360851646709760,15 Dec 2014 05:18:35,people held hostages seem perfect selfie moment absolute morons sydneysiege httptcozzy5lr0h6y,188,283,140,2
5697,544360928603799552,15 Dec 2014 05:18:53,bystanders taking selfies scene sydney hostage siege httptcoogtn7iao1w httptcofkxzwo6dss,152574,236,59,1
5698,544361266718846977,15 Dec 2014 05:20:14,heres vine showing dramatic moment three hostages escaped sydneysiege httpstco7vwb7iw5hm,15389,157,85,1
5699,544361776020586496,15 Dec 2014 05:22:15,nsw police police negotiators contact hostagetaker ongoing sydney cafe siege httptcoakfqcnbofx sydneyseige,2927203,117,37,1
5700,544362279006113792,15 Dec 2014 05:24:15,police negotiators contacted hostage taker sydney cafe police official says httptcoey2fwzsk7c sydneysiege,21716031,452,233,1
5701,544362543997665280,15 Dec 2014 05:25:18,please use today excuse racist bigoted ignoring telegraph would good start sydneysiege auspol,353,126,115,2
5702,544363222296297473,15 Dec 2014 05:28:00,praying people sydney sydneysiege need peace world sheesh,1500613,298,401,2
5703,544363391641341952,15 Dec 2014 05:28:41,press council confirms least one complaint daily telegraph sydneysiege special httptcoshumao0ag1 httptcobtzeuj3k0m,1657,137,70,2
5704,544363471660277760,15 Dec 2014 05:29:00,lots love prayers sydney hope everyones okaymtvstars one direction httptcohuoylzxwxi,122121,250,53,2
5705,544363757493702656,15 Dec 2014 05:30:08,rt cnnbrk police negotiators contacted hostage taker sydney cafe police official says httptco1oiebeswio sydneysiege,14,102,0,1
5706,544364000897945600,15 Dec 2014 05:31:06,sydneysiege contact made gunman police report httptcoh0slbnphg6 httptco1zlzkdjvsf,824735,139,38,1
5707,544364507342979072,15 Dec 2014 05:33:07,case queries indian nationals following events sydney contact dr viond bahade dy consul general phone,188096,124,49,2
5708,544365039663083521,15 Dec 2014 05:35:13,youre following situation sydney beg read article skim even long see httptcojy0xmkarst,53867,194,297,2
5709,544365130138808321,15 Dec 2014 05:35:35,narcissism doesnt take break mkarolian people taking selfies scene sydneysiege httptco7zbkojftye,11162,107,28,2
5710,544365585417527296,15 Dec 2014 05:37:24,case queries indian nationals following events sydney contact dr vinod bahade dy consul general phone,188008,155,42,2
5711,544366036498542592,15 Dec 2014 05:39:11,footage shows three men fleeing sydneysiege building httptcouxcrhfcl61 httptcobogvvouqka,8174272,234,120,1
5712,544366723067957249,15 Dec 2014 05:41:55,religious symbols hijacked wish political agendassydneysiege,11660,268,265,2
5713,544366824997912576,15 Dec 2014 05:42:19,muslims call sydney home hoping safe release hostages brace backlash sydneysiege,9896,130,55,1
5714,544366894107480064,15 Dec 2014 05:42:36,praying hostages cafe sydney religion represents hate violence madness stop sydneysiege,981199,1280,1544,1
5715,544366934154678272,15 Dec 2014 05:42:45,islamic terrorist attack sydney hostages holding black flag islamic creed sydneysiege httptco8ne4o0coq6,8487,120,18,1
5716,544367010894086145,15 Dec 2014 05:43:03,uber reaches 0x surge pricing sydney faces hostage lockdown httptco8ocdetqyke,129077,107,1,1
5717,544367253857525761,15 Dec 2014 05:44:01,deputy commissioner catherine burn confirms police contact sydneysiege gunman httptcoz9jrtj2in3 httptcog1krgl5jxs,12524281,554,223,1
5718,544367462012432384,15 Dec 2014 05:44:51,police confirm hostages escape sydney cafe unknown number remain inside httptcopcat91lids sydneysiege,4637065,117,76,1
5719,544367862211952641,15 Dec 2014 05:46:26,live sydney opera house cancels performances light sydneysiege events httptcoikfar0z7hl httptcojbl5ngauvp,12362,148,64,2
5720,544368246271406080,15 Dec 2014 05:47:58,grainy man involved sydney siege 9news updates cops think amp wants httptcorahhde69sq,3839,124,38,2
5721,544369229987078145,15 Dec 2014 05:51:52,mother gets heartbreaking text son mum im cafe im ok cant talk httptcozc5a87ceji sydneysiege,2058,107,28,2
5722,544369501857263616,15 Dec 2014 05:52:57,gross via letishawillocks sydneysiege httptcookshhazblv,3934,154,85,2
5723,544369574842347520,15 Dec 2014 05:53:15,press council confirms received complaints telegraphs death cult sydneysiege afternoon front page httptcowi4nrntbcm,9870,206,133,2
5724,544369653015801856,15 Dec 2014 05:53:33,youre taking selfies martinplace site sydneysiege dont,246634,188,204,2
5725,544369667096477696,15 Dec 2014 05:53:37,police surround sydney cafe armed person holds hostages httptcocprsoctuis,14334282,173,81,1
5726,544370072018378752,15 Dec 2014 05:55:13,add daily telegraph suspected terror cells within aus 2pm edition damage gunman ever could sydneysiege,447,129,109,2
5727,544370712639590400,15 Dec 2014 05:57:46,breaking two hostages escaped sydneysiege,150565,190,100,1
5728,544371668131393537,15 Dec 2014 06:01:34,five people escaped lindt cafe two female hostages ran moments ago sydneysiege httptcos2xapyax05,41705,155,75,1
5729,544372177965834240,15 Dec 2014 06:03:35,two women emerged lindt cafe sydney five hostages sydneysiege httptco4muc9ivwbk httptcoovrob5dld3,489545,525,336,1
5730,544372222400671744,15 Dec 2014 06:03:46,breaking two new hostages woman run safety sydney cafe australia television network reports httptcoapnkqmicsx,1955703,118,66,1
5731,544372257674788864,15 Dec 2014 06:03:54,women run sydney cafe ongoing hostage situation 9newsaus httptcon5vhi5dszg,3776269,330,178,1
5732,544372384690872321,15 Dec 2014 06:04:25,people taking selfies sydneysiege return home look selfie amp see unconscious blithering idiot looks like,19749,108,114,2
5733,544372465078505472,15 Dec 2014 06:04:44,two female hostages run sydneysiege total escaped httptcoisvmty4ouq httptcoxv2gj1q3zz,116456,113,47,1
5734,544372545219489792,15 Dec 2014 06:05:03,local media people appear escape martin place sydney caf amid hostage situation free smh httptcon5mmnilz4z,7125080,121,57,1
5735,544372701285351424,15 Dec 2014 06:05:40,thing murdoch tabloid front page achieves terrorise family members sydneysiege hostages httptcory0up6till,14512,113,64,2
5736,544373504419069952,15 Dec 2014 06:08:52,update five hostages escaped lindt cafe sydney unconfirmed number hostages remain inside sydneysiege,1354075,100,28,1
5737,544373513407062016,15 Dec 2014 06:08:54,massive respect nswpolice today professionalism calmness circumstances amazing sydneysiege,15729,186,231,2
5738,544373515067998208,15 Dec 2014 06:08:54,powerful series images one hostages escaping sydneysiege httptco8jooscmzka,4242,808,459,1
5739,544373593841623040,15 Dec 2014 06:09:13,people fled sydney cafe hostages held httptcoey2fwzsk7c sydneysiege,21719174,488,290,1
5740,544373676842311681,15 Dec 2014 06:09:33,watch moment two women escaped sydneysiegehttpstcowefazgu5fm,150843,382,141,1
5741,544373694068686848,15 Dec 2014 06:09:37,breaking people seen fleeing sydney building center hostage drama bringing total escaped,4449992,307,136,1
5742,544373839548145664,15 Dec 2014 06:10:11,update police didnt run hostages let girls run michaelusher sydneysiege 9news httptco52h65dj5ki,26764,137,70,1
5743,544373945206460416,15 Dec 2014 06:10:37,sydneysiege works sabotage message islam,105601,108,44,2
5744,544374018661687296,15 Dec 2014 06:10:54,sydney lockdown least one gunman holds several people hostage caf httptcoqgq2xmavut sydneysiege httptcoqtypqm9sng,139223,291,71,1
5745,544374313848430592,15 Dec 2014 06:12:05,breaking update hostages leave sydneysiege site httptcom51p8duphb httptconn9ofekgtz,824778,128,40,1
5746,544374395540881408,15 Dec 2014 06:12:24,live coverage sydney cafe hostage siege skynews httptco1gmszkotjc httptcoc2nwo4ma5a,1732082,120,40,1
5747,544374422056882176,15 Dec 2014 06:12:30,powerful images hostages escaping poor women fear still trapped inside sydneysiege httptcoteenrk6jti,15057,933,426,1
5748,544374511194632192,15 Dec 2014 06:12:52,update total people able get sydney cafe hostage situation httptcomp18e4ddjw httptcon5vhi5dszg,3775737,220,112,1
5749,544374563539140608,15 Dec 2014 06:13:04,another hostage flees scene sydneysiege httpstcooflgoojhej courtesy 9newsaus,489721,242,79,1
5750,544374569016885248,15 Dec 2014 06:13:05,media need take step back realize peoples lives kardashian wedding facts fabrications sydneysiege,211355,105,160,2
5751,544374871812472832,15 Dec 2014 06:14:18,black flag held sydneysiege hostages bears islamic message faith httptcorepn2mt4uc photo apchannel httptcou9sqdmwt4w,4637013,232,108,1
5752,544375969687953410,15 Dec 2014 06:18:39,isis islam westboro baptist church christianityan abomination siege sydneysiege martinplace lindt islamic,10599,132,109,2
5753,544376073685712896,15 Dec 2014 06:19:04,nswpolice asked youre sydney cbd check sydneysiege martinplace go home,246629,140,85,2
5754,544376300417585152,15 Dec 2014 06:19:58,sydneysiege women flee lindtcafe total hostages free httptcom51p8duphb httptcowrpdlajbs0,824820,110,37,1
5755,544376469279875072,15 Dec 2014 06:20:38,never see nonmuslims things like thissydneysiege httptconpxtmbmk11,21780,240,147,2
5756,544376532161298432,15 Dec 2014 06:20:53,australias pm says indications sydney siege may politically motivated httptcosrvjjo6wdj httptcomto7hsgk3x,1732209,164,29,2
5757,544376732649013248,15 Dec 2014 06:21:41,tv pictures show two people emerging sydney lindt caf appear staff members sydneysiege httptcobixelwv03x,12525184,300,193,1
5758,544377046030635008,15 Dec 2014 06:22:56,breaking hostages escape sydney cafe local media report,4636489,110,122,1
5759,544377326122057728,15 Dec 2014 06:24:03,dear ozzie media cnn f islamic writing thats arabic one calls comic sans christianist writing sydneysiege,6287,221,138,2
5760,544377463581581314,15 Dec 2014 06:24:36,moment female lindt worker escapes sydneysiege httptcoisvmty4ouq hostage martinplace httptcoialarm6grf,116475,684,511,1
5761,544377502563459072,15 Dec 2014 06:24:45,ultra capitalism backflip uber rethinks fee hike amid sydneysiege httptcort4dzzuxat httptcoqpfrfwjmad,122339,119,108,1
5762,544377700677615616,15 Dec 2014 06:25:32,total number people left cafe sydney latest httptconl3bnlfida sydneysiege httptcotgzkyfnlr9,5446393,325,135,1
5763,544377870554898432,15 Dec 2014 06:26:13,powerful amp harrowing image lindt workers escaping sydneysiege httpstconltzgnxezs,69732,386,220,1
5764,544378232624410624,15 Dec 2014 06:27:39,radical muslim wants chop heada moderate muslim wants radical muslim chop headsydneysiege,22126,111,102,2
5765,544378468931076097,15 Dec 2014 06:28:35,photo moment cafe worker escaped sydneysiege httptco5ghpsycskg via theheraldsun story httptcocyzb8gildu,130725,120,56,1
5766,544378515378814977,15 Dec 2014 06:28:46,heartstopping moment hostage gets cafe sydneysiege httpstco1edrmlrpwg,8317,343,154,1
5767,544378769952505856,15 Dec 2014 06:29:47,watch women escape front door sydney cafe httptco7svo5tf31q channeltennews httptcol0hwvtntzy,3450663,173,57,1
5768,544379143136497664,15 Dec 2014 06:31:16,call extremism call hatred dont call islam dont slander beautiful faith say christian sydneysiege,19019,2137,1640,2
5769,544379366474403840,15 Dec 2014 06:32:09,woman runs police cafe sydney hostage crisis httptcoxblhywgsdc,33419,315,107,1
5770,544379489263042561,15 Dec 2014 06:32:38,sydneysiege update hostages escapedno one injured per nswpolice httptcoafhirytbfhhttpstcobyh8670mfk,188033,429,285,1
5771,544379738240720896,15 Dec 2014 06:33:38,sickening stay safe sydney praying hard hostages inside x,652026,796,1413,1
5772,544379787246981122,15 Dec 2014 06:33:50,faces say sydneysiege continues moregthttptco6eaaekw4n9 httptconkzvcf9mxv,170200,150,141,2
5773,544380433014591488,15 Dec 2014 06:36:23,muslim men know would risk lives take coward holding hostages sydneysiege,6351,208,306,1
5774,544380441210277888,15 Dec 2014 06:36:25,world live literally metres cafe phones amp cameras sydneysiege httptco85joelplmq,501,181,60,2
5775,544380742076088320,15 Dec 2014 06:37:37,shot captures sydneysiege sheer terrorrelief escaped hostages incredible work nswpolice httptcoicffjz9nuz,4931,441,267,1
5776,544380899639689216,15 Dec 2014 06:38:15,aussie grand mufti amp imam council condemn sydneysiege hostage capture httptcom51p8duphb live updates httptcottw3kmkytz,824800,122,39,1
5777,544380980677857280,15 Dec 2014 06:38:34,five hostages escape sydney cafe siege live updates buzzfeedoz httptcolp6ciowv59 httptcoxc6fjkcg4s,1794143,243,221,1
5778,544381029537312769,15 Dec 2014 06:38:46,sadly needs pointed amount islamophobia currently posted sydneysiege httptcobeehig9nnm,616,115,49,2
5779,544381144620216320,15 Dec 2014 06:39:13,hostages faces say much httptcofkqkwrumfz sydneysiege httptcoalk2z0lsgj,116475,235,137,1
5780,544381485591982083,15 Dec 2014 06:40:34,reports channeltennews sydneysiege gunman wants isil flag delivered cafe also wants speak pm people killed,5520,120,20,1
5781,544381860214603776,15 Dec 2014 06:42:04,channeltennews reporting sydneysiege gunman says bombs cafe elsewhere cbd,5520,169,37,1
5782,544382249178001408,15 Dec 2014 06:43:36,people able get sydney cafe hostage situation httptcodbgnp6sqfg httptcoq3ecknyfpv,3776017,337,185,1
5783,544382740750024704,15 Dec 2014 06:45:34,sydneysiege hostage runs towards police escaping cafe httptcotbsbyzd1xd httptcod4qhwljhkt,271310,130,16,1
5784,544382795099799553,15 Dec 2014 06:45:47,thoughts prayers go everyone involved sydneysiege may peaceful outcome,31577,242,456,2
